EmployeeID,PerformanceID,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
388D-DB68,PR1420,5,3,5,1,0,2,5,4
A76C-AEB3,PR1421,4,3,4,3,0,2,4,3
278C-D482,PR1422,5,3,5,2,0,2,5,5
A1DB-6C34,PR1423,4,4,3,3,1,3,5,5
468A-E249,PR1424,4,4,5,2,0,3,3,3
95CB-4E31,PR1425,3,5,3,3,0,4,5,5
3A2C-ABB8,PR1426,4,2,5,2,2,4,3,3
6EDB-94B7,PR1427,4,4,3,2,1,4,4,4
8292-6635,PR1428,3,2,4,1,2,5,3,3
6EEF-5B17,PR1429,5,2,5,2,2,2,3,2
C250-AF15,PR143,4,2,3,3,1,3,4,4
257B-8130,PR1430,3,4,2,1,1,2,5,5
B492-D447,PR1431,5,3,3,2,1,2,5,5
4673-EBEC,PR1432,4,2,3,3,1,4,4,3
C08F-94F9,PR1433,3,3,5,3,0,2,5,4
F961-5A03,PR1434,4,2,2,3,2,4,4,4
CE90-763C,PR1435,5,5,5,2,0,5,3,2
6653-BD41,PR1436,5,2,5,3,2,4,4,3
C251-2A18,PR1437,3,2,2,2,1,5,3,2
8FF0-0F7A,PR1438,3,5,3,1,1,2,4,3
62A3-DEA7,PR1439,4,4,4,2,1,3,3,3
D3F6-A313,PR144,5,2,5,3,2,4,5,5
1453-D3D8,PR1440,3,3,5,2,2,3,4,3
B59D-CA4C,PR1441,4,5,5,2,1,5,5,5
3DB7-2942,PR1442,3,5,5,2,0,3,5,4
B102-5713,PR1443,5,5,2,2,0,3,5,4
BDE5-385A,PR1444,3,5,4,3,1,3,5,4
8F7F-015D,PR1445,3,5,5,3,0,5,3,2
C1B4-46B2,PR1446,5,4,5,3,1,5,5,4
F5C3-07B0,PR1447,4,5,2,1,3,2,5,4
08FC-817E,PR1448,4,3,2,2,0,3,4,3
AC19-7EE7,PR1449,5,5,3,1,3,4,5,4
C9FF-3A25,PR145,3,2,2,3,3,2,4,3
CDC1-C7CA,PR1450,4,4,5,3,2,2,5,4
E616-CAD8,PR1451,5,3,2,2,3,3,4,3
2219-56CA,PR1452,3,5,5,1,0,2,3,2
EEA0-C109,PR1453,5,4,4,2,1,2,3,3
ABB5-0B95,PR1454,5,4,4,3,1,4,4,4
5F4E-EE5A,PR1455,5,5,2,3,1,2,3,3
F401-1B75,PR1456,5,2,5,2,1,2,5,5
B995-E5CE,PR1457,5,4,5,2,0,4,3,2
533B-938D,PR1458,5,3,4,1,1,4,4,4
993B-186B,PR1459,3,4,5,2,0,3,4,3
DFA2-1B8F,PR146,4,5,5,2,1,4,3,2
04D7-C8F3,PR1460,3,4,2,2,1,2,3,3
C026-3E38,PR1461,3,4,2,2,0,3,3,2
69EC-7B13,PR1462,3,3,4,3,0,4,4,3
AD8F-7539,PR1463,5,4,3,2,3,2,5,5
B44E-8AEE,PR1464,3,5,4,1,0,5,5,4
63E9-F74A,PR1465,5,3,5,1,0,5,4,3
A184-3B30,PR1466,3,2,3,3,2,5,3,3
851C-E7E2,PR1467,3,4,5,1,0,4,5,4
E46A-3676,PR1468,3,3,3,1,1,2,3,2
10CE-8403,PR1469,3,2,3,1,0,2,4,4
E47D-E3C5,PR147,4,3,5,3,1,4,4,3
1AC8-361F,PR1470,4,4,2,3,0,2,3,3
9360-3A68,PR1471,3,2,2,1,1,5,3,2
BE54-8537,PR1472,3,3,3,2,0,4,3,3
D6BB-FEDF,PR1473,4,2,5,1,0,3,3,2
ACD5-5FA2,PR1474,4,4,2,3,0,5,3,2
BB09-BF7F,PR1475,3,5,3,2,1,5,5,4
450D-13A9,PR1476,5,2,3,2,3,2,3,2
5605-237E,PR1477,3,2,2,3,1,3,4,3
03C5-51AD,PR1478,4,5,5,1,2,4,5,4
27CD-A6BF,PR1479,3,3,3,3,0,3,5,4
626A-9377,PR148,3,3,4,1,0,5,5,4
6125-FEC8,PR1480,4,3,4,2,1,5,5,4
D954-6402,PR1481,4,2,5,1,2,5,3,2
246E-3383,PR1482,5,4,2,3,0,5,5,5
BD97-F94D,PR1483,5,2,2,2,3,5,5,4
FB5B-C127,PR1484,5,4,5,1,0,3,4,3
A590-DF69,PR1485,3,5,2,2,0,2,3,3
B679-F7C9,PR1486,3,3,3,2,0,5,5,4
1B4A-5D80,PR1487,4,5,3,2,3,2,4,4
BAB4-3AC8,PR1488,5,4,4,3,1,3,5,5
83FD-F920,PR1489,5,2,3,2,0,2,3,3
B24C-18BF,PR149,3,3,4,1,1,4,4,4
FD0B-7B0A,PR1490,5,2,3,1,0,3,4,4
EB8F-204D,PR1491,5,5,2,3,3,3,4,3
8A5B-3D6E,PR1492,5,4,3,3,2,3,3,2
46D6-CA7A,PR1493,4,4,3,3,1,2,5,5
5060-A677,PR1494,3,2,3,1,0,5,3,2
A11D-324A,PR1495,5,4,2,3,0,2,4,4
13E5-2F17,PR1496,5,2,2,1,0,5,4,3
3F0C-41A7,PR1497,4,2,3,2,1,2,3,2
07AF-3631,PR1498,3,4,4,2,0,5,5,5
259B-6C50,PR1499,3,3,3,2,1,4,5,5
63B8-CCC0,PR15,5,3,3,3,0,5,3,3
F20A-F424,PR150,4,4,5,1,2,2,5,4
C1E8-5AAB,PR1500,3,3,3,2,1,3,3,2
23FC-93A5,PR1501,3,4,4,3,2,3,3,3
AE33-DDE7,PR1502,4,4,3,3,2,4,3,3
DC67-3B66,PR1503,5,4,2,2,1,4,5,5
F1BD-033D,PR1504,5,5,3,2,1,3,3,2
7961-A93B,PR1505,4,2,4,3,0,2,5,5
F5CC-33FA,PR1506,5,2,3,2,2,5,5,5
1E61-B76A,PR1507,4,4,3,1,2,4,4,3
5395-75A1,PR1508,5,5,3,2,0,5,5,5
D18F-8C48,PR1509,3,4,3,1,2,3,3,2
C7C8-43D9,PR151,5,2,4,3,1,2,3,3
DA4C-7F2E,PR1510,5,2,4,2,2,4,3,2
FC47-1953,PR1511,3,2,2,1,2,4,4,4
61CC-2C1D,PR1512,4,5,3,3,0,4,3,2
CDFB-6A08,PR1513,3,2,2,3,0,3,3,2
B967-D6D3,PR1514,5,3,4,3,0,5,3,3
757F-78FE,PR1515,3,2,2,3,0,5,4,4
B8A5-07A1,PR1516,4,5,3,1,0,5,5,4
2FAE-9278,PR1517,3,3,2,3,0,5,4,3
0E79-8257,PR1518,4,3,3,1,1,2,5,5
9075-A294,PR1519,5,5,4,3,0,4,3,2
5D73-961A,PR152,5,5,2,1,2,3,3,3
A105-470B,PR1520,4,4,2,2,0,4,4,4
3C31-30CB,PR1521,3,5,5,2,1,4,3,3
6E61-A2BA,PR1522,4,3,4,1,3,5,5,4
40CC-6231,PR1523,5,4,5,1,0,4,4,4
ABDA-F749,PR1524,3,5,4,1,0,2,3,2
411F-6325,PR1525,3,2,3,1,2,5,5,5
32AE-C02F,PR1526,5,5,5,3,0,4,4,3
1C6F-87AA,PR1527,3,4,4,2,1,2,3,3
DAE0-B44F,PR1528,4,5,2,2,3,2,5,4
4294-03D1,PR1529,3,5,2,1,1,4,4,3
D5B3-425C,PR153,5,2,2,1,1,5,4,4
3A20-7C3E,PR1530,5,2,4,3,0,3,5,5
6B20-FFDF,PR1531,5,2,4,3,3,2,4,4
C389-FC34,PR1532,5,5,2,2,1,5,3,2
89A6-7EF1,PR1533,2,2,3,3,3,1,3,2
09D2-46BD,PR1534,2,1,4,2,0,2,3,3
6413-42F1,PR1535,4,3,3,3,1,2,5,5
C520-6F2B,PR1536,2,4,4,2,0,4,5,5
20CA-404E,PR1537,3,3,1,1,0,3,3,2
C8BC-3B77,PR1538,1,4,3,3,3,3,4,3
0AA2-881A,PR1539,1,3,4,3,0,2,4,4
1A2D-52EC,PR154,4,4,4,3,2,4,5,4
07C3-7429,PR1540,4,4,3,3,2,4,5,4
A1B4-5481,PR1541,2,2,2,2,0,3,5,4
22FF-9076,PR1542,2,4,3,1,1,1,5,4
EA3A-E005,PR1543,4,3,2,2,2,4,3,2
5802-2A7E,PR1544,3,2,1,3,2,3,4,4
05DA-5423,PR1545,1,3,1,2,1,3,3,2
8A6B-AD5C,PR1546,3,2,2,3,2,4,3,3
DBF0-2EA3,PR1547,4,2,2,2,0,2,5,4
8AAD-FAFB,PR1548,4,2,1,1,1,3,5,4
28EA-A010,PR1549,1,2,4,2,1,4,3,3
6A09-C910,PR155,4,3,2,2,1,3,4,4
ADF8-AD57,PR1550,2,2,4,2,2,1,5,4
C292-EC0C,PR1551,5,3,4,1,0,2,5,4
CD7F-377F,PR1552,4,4,5,1,1,5,4,4
AF11-04C3,PR1553,4,5,3,3,1,2,3,2
D31B-BEF8,PR1554,4,3,5,2,3,2,5,4
596B-33F4,PR1555,5,5,5,3,1,4,3,2
0B72-0EE6,PR1556,3,2,3,3,1,4,3,2
C661-6A1C,PR1557,5,5,2,3,0,5,5,5
4C41-7F73,PR1558,3,3,4,2,0,4,4,3
5D69-D350,PR1559,3,5,2,3,1,4,3,2
7845-EF8F,PR156,5,3,5,3,3,4,3,2
8766-F1E7,PR1560,4,4,4,1,1,3,5,4
79D0-C935,PR1561,4,2,3,1,2,5,4,4
6AD1-5EE8,PR1562,4,5,5,1,1,5,4,3
CECC-60FF,PR1563,3,2,3,1,2,5,4,3
4A0E-9958,PR1564,4,4,3,3,1,3,5,5
DA8E-9496,PR1565,3,5,4,2,0,4,3,3
05ED-92F1,PR1566,5,3,4,3,2,4,4,3
D3EB-610D,PR1567,5,3,5,1,0,5,3,3
55B1-3712,PR1568,4,5,4,1,0,3,4,3
566A-FC64,PR1569,5,4,3,2,2,2,4,3
8EAF-4F79,PR157,5,5,5,2,1,2,5,5
25F5-0EAF,PR1570,4,3,3,3,3,4,3,2
291F-B604,PR1571,4,2,3,1,0,2,5,5
EE63-4E57,PR1572,5,5,3,2,2,2,4,4
EE91-1A9C,PR1573,4,4,3,1,1,4,5,5
242A-4FA0,PR1574,3,5,3,1,3,3,4,4
F58A-302D,PR1575,4,5,2,2,1,5,4,3
8733-BC3C,PR1576,5,4,4,3,1,5,3,2
3D9E-FB05,PR1577,3,5,4,1,1,4,3,2
B407-ABCA,PR1578,3,5,3,1,3,3,5,4
11C2-2B5B,PR1579,5,3,4,1,1,3,3,3
801C-89BF,PR158,5,5,5,2,2,2,3,2
5BDE-7102,PR1580,5,5,4,1,2,5,5,4
6987-6124,PR1581,3,4,2,2,1,5,3,3
E81C-A653,PR1582,4,3,5,2,1,3,3,3
4F22-FF67,PR1583,4,4,3,2,2,5,4,4
806F-B986,PR1584,4,3,2,2,1,3,4,3
8F38-A4DD,PR1585,3,2,5,2,2,4,4,4
776A-CDBC,PR1586,5,2,2,2,1,2,5,5
8FB2-4CE0,PR1587,5,4,5,2,1,5,4,4
CC88-AE14,PR1588,3,3,4,2,0,5,4,4
3261-373A,PR1589,5,2,4,2,0,4,4,4
B90D-4BEF,PR159,5,5,2,1,0,5,5,5
D754-4CDF,PR1590,4,4,2,2,1,2,5,4
6D3B-AD28,PR1591,4,2,3,3,1,5,3,3
924E-1035,PR1592,5,3,5,1,0,4,5,5
EFB8-ED99,PR1593,3,2,5,3,1,3,3,2
B122-D3D2,PR1594,4,2,4,2,2,4,4,3
1D87-3372,PR1595,4,4,5,2,3,3,3,3
6A67-EC2C,PR1596,3,4,3,1,0,4,3,2
D529-0BC2,PR1597,3,5,5,3,1,5,3,3
AE51-5502,PR1598,3,4,4,2,0,2,4,3
E442-1FEE,PR1599,3,2,4,1,1,5,4,4
D457-AB87,PR16,5,5,5,1,0,2,4,4
9CC0-FF43,PR160,5,4,5,1,0,5,4,3
1BAE-4DA1,PR1600,4,5,3,2,1,5,3,2
7486-A1B6,PR1601,5,2,5,1,2,5,4,3
DD1E-583D,PR1602,4,4,3,3,1,3,5,5
2857-A950,PR1603,4,3,5,1,0,2,5,5
5E53-1897,PR1604,5,4,2,2,0,4,5,5
B437-FCF8,PR1605,4,2,4,3,1,5,4,3
B268-1642,PR1606,5,5,5,3,1,3,4,3
C77A-2348,PR1607,5,4,5,2,1,4,3,3
E7F5-0AD1,PR1608,5,3,3,3,1,4,4,3
7839-CA12,PR1609,5,4,5,1,0,4,5,4
8462-E88A,PR161,3,5,4,1,2,3,4,3
79E4-6632,PR1610,4,4,2,3,0,4,4,3
097B-A688,PR1611,3,4,4,1,0,5,5,5
A7F8-24EA,PR1612,3,4,5,3,1,2,4,3
8078-6154,PR1613,4,3,3,1,2,4,5,5
DEC5-9319,PR1614,3,4,4,1,1,3,5,4
28F4-8367,PR1615,3,2,3,3,3,2,4,3
5C87-D7BB,PR1616,4,5,2,1,3,5,5,5
D383-714B,PR1617,4,5,3,2,0,5,4,3
0D1B-DEC2,PR1618,3,4,5,3,1,4,5,4
DD04-BDF8,PR1619,4,2,3,2,1,4,4,3
7749-B277,PR162,3,5,5,3,1,3,5,5
2CA8-4E1B,PR1620,5,5,5,1,2,2,4,3
EACC-D1F6,PR1621,4,4,5,2,1,4,3,3
B8C3-5E0A,PR1622,5,3,4,1,2,4,4,3
1A6D-AF5D,PR1623,5,4,3,3,2,3,3,3
4FCD-7D65,PR1624,4,2,2,2,0,4,5,5
7279-6591,PR1625,3,3,4,2,1,2,5,4
6925-864E,PR1626,5,2,5,3,2,5,3,2
4563-8637,PR1627,4,5,4,3,0,5,5,5
2546-1312,PR1628,4,3,4,2,0,2,4,3
FFCF-0BD5,PR1629,5,2,5,3,2,2,5,4
7623-9AF1,PR163,5,3,3,3,0,5,3,3
C973-E8E5,PR1630,5,3,5,3,0,4,3,3
763B-DE6E,PR1631,3,2,2,3,0,5,5,4
7EEF-9A90,PR1632,4,2,3,2,2,4,5,5
63B0-1036,PR1633,4,4,2,3,0,2,3,2
41FE-D257,PR1634,5,3,5,3,3,3,5,5
D24B-5AC8,PR1635,3,5,3,3,2,5,4,3
F7B0-E6B2,PR1636,4,3,3,1,3,5,4,4
9C6C-E5CE,PR1637,4,2,3,2,0,5,4,3
184D-06FF,PR1638,4,4,3,2,3,2,5,5
2B70-5A31,PR1639,5,2,2,3,0,5,4,4
EDF2-2659,PR164,5,5,3,1,2,2,3,2
0BAF-7454,PR1640,3,2,4,1,3,4,5,4
8373-07C6,PR1641,3,5,2,2,0,2,5,4
BAFA-86DF,PR1642,3,2,5,1,2,2,4,4
74B4-CB7A,PR1643,3,4,4,2,0,4,3,2
4C66-6E16,PR1644,3,3,2,3,1,5,5,4
D6D2-184B,PR1645,3,4,2,1,0,4,3,2
FB1D-5A51,PR1646,3,5,4,3,1,3,3,3
5AA7-C7BA,PR1647,3,2,4,3,1,5,4,4
3E50-011E,PR1648,3,2,4,2,0,4,5,5
3992-22AD,PR1649,4,5,2,2,1,2,5,4
5642-6F1E,PR165,4,2,4,2,1,2,3,2
005C-E0FB,PR1650,4,5,4,1,1,2,5,5
45BA-6683,PR1651,4,3,5,2,2,4,3,3
D29C-A21F,PR1652,4,4,5,2,1,5,4,3
473C-EA4E,PR1653,4,4,4,2,0,5,5,4
5F5B-83B1,PR1654,5,4,3,1,3,5,4,4
E9D9-787A,PR1655,5,2,2,3,1,3,3,2
8328-A764,PR1656,5,5,4,3,2,2,5,5
90EB-28D4,PR1657,3,3,5,2,2,2,3,3
E399-E4F6,PR1658,4,3,4,1,0,5,4,4
BEE2-8052,PR1659,3,4,2,2,2,4,4,3
0DC1-7EE4,PR166,3,2,5,3,0,2,5,4
63D2-F412,PR1660,4,3,5,2,1,4,4,4
4467-6B8F,PR1661,5,4,3,1,3,5,3,2
0626-7020,PR1662,4,3,5,1,2,4,4,3
C0B9-E4C1,PR1663,3,5,5,2,1,3,3,3
16B6-9C29,PR1664,4,5,3,3,1,3,3,2
3A36-DA50,PR1665,3,3,2,3,1,4,4,3
5609-8585,PR1666,4,2,4,1,0,4,3,2
4971-33F9,PR1667,3,4,4,1,1,4,5,5
FC24-43F6,PR1668,4,5,2,2,1,2,4,4
E73A-F20A,PR1669,5,5,3,3,1,5,3,3
B57F-B5CE,PR167,4,4,4,1,0,5,3,3
1D32-9620,PR1670,4,4,5,2,1,4,5,4
5A78-0F17,PR1671,4,2,3,3,0,5,3,3
D045-B6CA,PR1672,3,2,2,1,2,4,5,4
0EA5-3A95,PR1673,4,4,2,3,2,3,4,4
36E1-3DDF,PR1674,3,2,2,2,1,2,3,2
35D2-818A,PR1675,4,4,2,1,1,3,5,4
2BD8-20A6,PR1676,3,2,4,1,0,4,4,3
84E7-02D4,PR1677,4,2,5,2,0,5,3,2
7D2D-3831,PR1678,4,3,4,2,0,2,4,4
FB4B-067E,PR1679,4,2,3,2,1,3,4,3
1243-8B63,PR168,3,5,4,1,2,5,4,4
D75C-3E43,PR1680,5,3,4,3,2,2,4,4
3747-3110,PR1681,3,5,4,3,0,2,4,4
05F0-6F7B,PR1682,3,2,4,2,2,3,4,4
D712-9E1C,PR1683,4,3,2,1,0,4,4,3
BBE1-D4A5,PR1684,4,2,3,1,0,3,5,4
B1BC-0011,PR1685,4,2,5,3,1,2,3,3
3653-D544,PR1686,4,3,3,3,2,3,3,2
A53B-DF3C,PR1687,4,2,2,1,1,2,3,3
9BE8-2C44,PR1688,4,2,3,2,1,4,5,5
5639-70C0,PR1689,5,4,2,2,1,2,3,3
3C78-06E7,PR169,4,2,3,2,0,4,4,4
BBD0-FB7D,PR1690,5,2,4,1,1,4,4,3
106F-F7C7,PR1691,5,4,3,3,0,2,5,5
A848-F98B,PR1692,3,2,5,3,0,2,4,3
EE7E-F5AC,PR1693,4,5,4,2,0,3,3,2
C27A-1115,PR1694,4,4,2,1,0,2,5,5
C57E-6E4F,PR1695,4,2,5,3,1,4,4,3
BBB4-89C7,PR1696,4,3,5,3,1,5,3,3
84AD-D566,PR1697,3,2,4,1,0,3,3,3
26DF-1241,PR1698,3,4,4,1,0,4,3,2
4657-FE18,PR1699,5,4,5,2,0,4,4,4
D93A-CC98,PR17,5,4,3,2,2,3,5,4
75CF-67E0,PR170,5,4,2,3,2,4,4,3
4188-C61D,PR1700,4,3,2,1,1,5,4,3
45A4-C1D0,PR1701,3,4,3,1,0,2,4,3
6CC9-81FC,PR1702,3,5,5,2,3,3,4,3
9283-E971,PR1703,3,5,3,2,1,5,5,4
72A2-1105,PR1704,5,4,2,3,0,4,3,3
34FB-D8F3,PR1705,3,5,5,3,0,3,3,2
65C9-0885,PR1706,4,4,3,1,2,4,4,3
42F5-707F,PR1707,5,5,4,3,1,2,3,3
03D3-AA88,PR1708,4,3,3,3,1,5,4,4
1A38-1D62,PR1709,4,3,5,3,0,3,4,3
D7C2-EAA5,PR171,5,2,2,3,1,2,3,3
6151-4A92,PR1710,4,5,2,1,3,5,4,4
EA37-AE5E,PR1711,4,2,4,3,0,4,3,2
41A7-9C19,PR1712,4,5,3,1,0,5,5,4
A409-26AC,PR1713,3,3,5,2,2,4,5,5
994A-5F84,PR1714,5,3,3,2,2,5,5,4
0B19-EFB2,PR1715,4,5,2,2,2,2,4,3
1DC4-97CF,PR1716,4,3,4,3,2,4,4,4
07F6-D61B,PR1717,5,2,2,3,1,5,5,5
81FF-8D6C,PR1718,5,5,2,3,1,2,5,4
81F1-950F,PR1719,4,3,5,2,2,5,4,4
F1B6-31B7,PR172,3,3,2,2,1,5,5,5
FB6A-3F11,PR1720,3,5,2,3,0,4,5,5
DB6B-88DA,PR1721,3,4,4,2,0,4,5,5
5F06-D3F6,PR1722,5,4,5,2,1,5,4,4
425F-4D2D,PR1723,4,3,4,2,1,2,5,4
DBF5-E57D,PR1724,4,4,2,1,0,3,5,5
4C99-E626,PR1725,5,5,5,2,2,3,3,3
C016-FA12,PR1726,3,4,2,3,1,4,3,3
6BE1-09FB,PR1727,4,5,3,1,0,2,4,4
61E2-6540,PR1728,4,3,4,2,0,4,4,3
FE0F-498F,PR1729,4,5,2,2,0,3,3,2
D91C-815B,PR173,3,3,5,2,0,2,5,4
F8D4-3CAB,PR1730,5,2,4,3,0,3,5,4
21C8-00EC,PR1731,5,2,5,3,0,5,5,4
1424-0B0C,PR1732,4,5,3,1,1,3,5,4
4C72-E72F,PR1733,4,4,4,2,0,5,4,4
ABC2-0036,PR1734,4,3,3,3,1,3,5,5
2BCE-F73C,PR1735,3,5,4,2,0,5,5,5
D4BE-786C,PR1736,5,3,5,2,1,2,4,3
2EF6-8D96,PR1737,4,4,4,2,1,2,3,2
E6F7-EF68,PR1738,3,2,4,2,0,2,5,4
4862-E40F,PR1739,5,2,4,3,1,3,3,2
9591-C955,PR174,5,2,5,3,1,5,4,3
E1FE-67B5,PR1740,5,2,5,2,1,3,3,2
4D59-B831,PR1741,3,4,4,3,3,2,3,3
CCE7-36ED,PR1742,4,2,4,2,0,2,4,3
ACB2-6640,PR1743,4,4,3,1,3,2,3,3
8369-ED26,PR1744,3,4,4,3,0,5,3,3
AEEC-804D,PR1745,5,2,3,1,0,2,5,5
CAD7-01BE,PR1746,3,4,4,1,1,2,4,3
4938-402A,PR1747,5,3,4,1,2,2,3,2
7D95-B5B1,PR1748,5,2,5,1,0,2,5,4
7805-8A7C,PR1749,3,3,4,3,3,3,4,3
648E-FE5F,PR175,5,4,5,2,3,5,3,2
5634-9D10,PR1750,4,5,2,3,0,4,5,4
1147-7E2F,PR1751,3,3,2,3,1,3,3,2
2DD1-FD7F,PR1752,5,3,4,3,1,2,5,4
682D-8FD8,PR1753,5,3,3,1,1,2,3,2
3EAA-95E5,PR1754,5,2,4,2,0,4,4,3
ECC7-B638,PR1755,5,4,4,1,0,2,4,3
0AF4-EC15,PR1756,4,3,4,2,2,5,5,5
66BC-7AC0,PR1757,4,5,2,3,2,2,3,2
503B-AACE,PR1758,4,4,2,3,2,2,3,2
BFAF-1ED1,PR1759,3,2,4,1,1,5,4,3
05CD-292D,PR176,5,3,5,2,1,5,3,2
C6F6-CDFE,PR1760,5,2,4,3,0,3,3,2
DCA7-D382,PR1761,4,4,4,1,0,3,5,5
07F5-A45D,PR1762,3,3,5,2,1,2,4,3
F72B-49FF,PR1763,5,3,4,1,2,5,3,2
5919-4ADE,PR1764,4,4,3,1,0,4,5,5
9723-FED9,PR1765,4,2,2,3,2,3,3,3
61E5-836E,PR1766,3,4,2,1,3,5,5,5
2937-EB65,PR1767,5,5,5,2,0,5,4,4
2A89-93B6,PR1768,5,3,4,2,0,3,3,3
2FC6-7ED5,PR1769,5,4,4,1,2,3,4,4
7DA1-A202,PR177,5,4,3,3,0,3,3,3
4875-109B,PR1770,5,5,4,1,2,5,4,4
B375-26A9,PR1771,5,3,5,1,1,2,3,2
7F61-2397,PR1772,3,2,4,1,1,5,3,2
5839-7AE2,PR1773,3,5,5,1,2,3,3,3
AD1C-2AC5,PR1774,4,5,4,2,1,4,5,4
4F28-CFAF,PR1775,3,2,5,1,0,2,3,3
0FE8-B881,PR1776,5,2,4,2,1,4,4,4
FAB0-2FF2,PR1777,4,5,5,3,2,4,4,4
12A7-AFD6,PR1778,4,4,2,3,1,4,5,4
7E76-154C,PR1779,3,4,3,1,1,2,4,3
2F04-931F,PR178,5,5,4,1,1,3,4,3
5B11-3DB3,PR1780,3,4,2,2,0,2,5,5
7A5A-CC91,PR1781,4,5,2,3,3,2,5,4
FB1F-9947,PR1782,5,4,4,2,2,4,5,4
E72B-64FA,PR1783,4,4,4,1,3,2,3,2
0AE7-DDE2,PR1784,4,5,2,3,1,3,4,3
F80F-29CB,PR1785,4,4,1,2,2,1,3,2
6542-3E93,PR1786,1,3,2,3,1,3,3,2
1914-B934,PR1787,4,4,1,3,0,4,3,3
ADA1-966E,PR1788,3,4,1,3,0,3,3,3
E151-8C7D,PR1789,3,4,4,1,0,3,3,3
7823-0217,PR179,4,3,2,1,1,5,3,3
B148-55FB,PR1790,4,3,2,1,1,3,5,5
8EBD-B3E8,PR1791,2,1,3,1,3,2,3,2
CEE1-DA0F,PR1792,4,1,3,2,0,4,3,2
7A2A-0600,PR1793,3,4,4,2,2,2,5,5
8CC3-0C6A,PR1794,4,3,3,2,3,2,4,3
5AC6-91D4,PR1795,5,4,5,3,0,4,5,5
1FE3-22BF,PR1796,3,5,3,2,1,5,3,2
BDC5-51CF,PR1797,4,3,2,1,0,5,5,4
5381-86E4,PR1798,4,4,4,3,1,4,4,3
A161-29FC,PR1799,5,3,4,3,1,2,4,3
DB54-E47D,PR18,5,4,4,1,1,4,4,4
4DDB-A84D,PR180,3,4,3,2,0,5,5,4
6376-F58F,PR1800,3,5,5,2,0,2,4,3
82B4-8569,PR1801,4,3,2,2,1,4,4,3
CDAC-40FE,PR1802,3,3,3,3,1,2,5,5
A885-BF42,PR1803,3,5,4,3,1,5,3,3
90EB-69E4,PR1804,3,5,4,1,1,3,3,2
97F7-5710,PR1805,5,2,2,1,1,3,5,5
A862-3880,PR1806,4,3,5,2,0,3,4,3
B670-21B2,PR1807,3,5,5,3,3,3,4,4
D933-AAC4,PR1808,5,2,4,1,0,3,4,4
FA48-B743,PR1809,5,5,3,2,0,4,5,5
4FBA-4591,PR181,4,2,5,1,2,2,5,4
1EEB-ABF7,PR1810,3,2,3,1,1,2,3,2
37EE-004B,PR1811,5,3,4,3,1,4,5,4
78C8-02B8,PR1812,4,5,3,3,2,3,5,4
0FBB-4ABE,PR1813,5,3,5,1,1,2,4,4
B98B-4689,PR1814,5,3,3,1,0,3,5,4
E676-215C,PR1815,4,5,3,1,0,3,3,3
C2BF-D441,PR1816,5,2,4,3,3,4,4,4
656C-09EA,PR1817,3,2,5,2,1,2,5,4
CF5D-0E32,PR1818,5,3,4,3,1,2,4,3
284C-8CB0,PR1819,5,3,4,1,2,2,5,4
2796-828F,PR182,4,4,3,1,3,2,4,3
0A4E-1A4A,PR1820,5,4,3,2,1,4,5,5
D471-4BFF,PR1821,3,5,4,3,2,2,3,2
E268-61EB,PR1822,3,2,3,1,1,4,4,3
DE22-FB63,PR1823,4,2,4,2,0,4,4,3
1BCC-100B,PR1824,3,4,5,3,2,3,4,3
4A0E-3728,PR1825,3,3,3,3,1,2,3,2
4FD5-CC71,PR1826,4,4,5,1,0,4,3,2
2A9F-6BD2,PR1827,5,3,5,1,0,2,3,3
FAD6-EAA3,PR1828,3,4,5,2,1,2,5,5
70CB-4A9B,PR1829,3,2,4,1,2,2,3,2
4236-4F51,PR183,5,5,2,1,1,4,5,5
0C6D-2825,PR1830,3,3,3,1,0,5,4,4
24DD-6D7C,PR1831,4,5,5,1,1,4,3,2
3CFD-6622,PR1832,3,5,2,3,1,5,3,2
F72A-48DD,PR1833,3,4,4,3,1,5,3,2
1799-5B3F,PR1834,4,5,2,3,3,3,4,4
EDC5-6FB7,PR1835,4,2,5,3,1,2,3,2
8291-DE04,PR1836,5,3,2,3,0,2,3,3
0C37-B7CF,PR1837,3,3,3,1,0,5,5,5
E480-FF03,PR1838,5,2,3,3,0,5,3,3
18CE-8F30,PR1839,4,3,4,1,2,3,4,3
7F5B-92AD,PR184,4,3,2,1,1,3,4,4
676C-C884,PR1840,4,2,4,3,0,4,3,3
B56D-46CE,PR1841,5,2,2,3,0,5,3,2
6B5B-8080,PR1842,5,5,2,1,2,2,3,2
C62F-44EF,PR1843,5,4,4,1,0,4,3,3
1E4A-5810,PR1844,3,2,4,2,0,2,5,5
3EDA-3BDE,PR1845,4,5,5,3,1,5,5,4
7EF0-2BF4,PR1846,3,5,2,3,0,5,5,4
3DCC-7FA4,PR1847,5,5,5,2,0,5,3,2
E8EF-FA89,PR1848,3,5,5,3,2,2,4,4
3A96-07A5,PR1849,5,5,5,2,2,3,5,4
AE73-B863,PR185,4,3,4,1,0,2,3,2
C8FA-B6FE,PR1850,3,4,3,1,0,3,4,4
7269-88EC,PR1851,4,5,5,3,3,4,5,5
3E3B-681D,PR1852,3,3,3,2,1,2,3,2
